"nome_projeto";"cliente";"esfera_cliente";"numero_srm";"numero_ocs";"data_de_assinatura";"compartilhado";"link_projeto";"servico_contratado";"objeto";"valor_global_contrato_reais";"fim_vigencia";"consorcio";"cnpj_consorcio";"empresa";"cnpj_empresa";"lider_consorcio";"pp_consorcio"
"PARÁ - SANEAMENTO (BLOCO C)";"ESTADO DO PARA";"Estadual";"4400005543,0";"0186/2023";"2023-07-14";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip";"Serviço Único";"Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.";"7134473,39";"2026-07-13";"CONSORCIO EY/MANESCO/ENCIBRA/SANEARES";"51.662.733/0001-22";"ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA";"59.527.788/0001-31";"Sim";"0,3152"
"PARÁ - SANEAMENTO (BLOCOS A, B, D)";"ESTADO DO PARA";"Estadual";"4400005543,0";"0186/2023";"2023-07-14";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip";"Serviço Único";"Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.";"7134473,39";"2026-07-13";"CONSORCIO EY/MANESCO/ENCIBRA/SANEARES";"51.662.733/0001-22";"ENCIBRA S A ESTUDOS E PROJETOS DE ENGENHARIA";"33.160.102/0001-23";"Não";"0,2593"
"PARÁ - SANEAMENTO (BLOCOS A, B, D)";"ESTADO DO PARA";"Estadual";"4400005543,0";"0186/2023";"2023-07-14";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip";"Serviço Único";"Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.";"7134473,39";"2026-07-13";"CONSORCIO EY/MANESCO/ENCIBRA/SANEARES";"51.662.733/0001-22";"MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.";"66.865.965/0001-55";"Não";"0,24960000000000002"
"PARÁ - SANEAMENTO (BLOCOS A, B, D)";"ESTADO DO PARA";"Estadual";"4400005543,0";"0186/2023";"2023-07-14";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip";"Serviço Único";"Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.";"7134473,39";"2026-07-13";"CONSORCIO EY/MANESCO/ENCIBRA/SANEARES";"51.662.733/0001-22";"SANEARES - INFRAESTRUTURA E SANEAMENTO LTDA";"34.830.445/0001-10";"Não";"0,1759"
"PARÁ - SANEAMENTO (BLOCOS A, B, D)";"ESTADO DO PARA";"Estadual";"4400005543,0";"0186/2023";"2023-07-14";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip";"Serviço Único";"Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.";"7134473,39";"2026-07-13";"CONSORCIO EY/MANESCO/ENCIBRA/SANEARES";"51.662.733/0001-22";"ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA";"59.527.788/0001-31";"Sim";"0,3152"
"PARAÍBA - SANEAMENTO";"ESTADO DA PARAIBA";"Estadual";"4400004746,0";"0197/2021";"2021-09-27";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004746.zip";"Serviço Único";"Contratação de estudos técnicos de apoio, avaliação, estruturação e implementação para projeto de estruturação de parceria privada (“Estudos”) para a prestação dos serviços públicos de abastecimento de água e esgotamento sanitário, visando a universalização, bem como serviços de gestão operacional (“Serviços de Saneamento”), em até 93 municípios do Estado da Paraíba.";"8049004,27";"2026-03-26";"CONSORCIO EY/FELSBERG/ENCIBRA/SANEARES";"44.411.624/0001-77";"ENCIBRA S A ESTUDOS E PROJETOS DE ENGENHARIA";"33.160.102/0001-23";"Não";"0,0199"
"PARAÍBA - SANEAMENTO";"ESTADO DA PARAIBA";"Estadual";"4400004746,0";"0197/2021";"2021-09-27";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004746.zip";"Serviço Único";"Contratação de estudos técnicos de apoio, avaliação, estruturação e implementação para projeto de estruturação de parceria privada (“Estudos”) para a prestação dos serviços públicos de abastecimento de água e esgotamento sanitário, visando a universalização, bem como serviços de gestão operacional (“Serviços de Saneamento”), em até 93 municípios do Estado da Paraíba.";"8049004,27";"2026-03-26";"CONSORCIO EY/FELSBERG/ENCIBRA/SANEARES";"44.411.624/0001-77";"SANEARES - INFRAESTRUTURA E SANEAMENTO LTDA";"34.830.445/0001-10";"Não";"0,3981"
"PARAÍBA - SANEAMENTO";"ESTADO DA PARAIBA";"Estadual";"4400004746,0";"0197/2021";"2021-09-27";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004746.zip";"Serviço Único";"Contratação de estudos técnicos de apoio, avaliação, estruturação e implementação para projeto de estruturação de parceria privada (“Estudos”) para a prestação dos serviços públicos de abastecimento de água e esgotamento sanitário, visando a universalização, bem como serviços de gestão operacional (“Serviços de Saneamento”), em até 93 municípios do Estado da Paraíba.";"8049004,27";"2026-03-26";"CONSORCIO EY/FELSBERG/ENCIBRA/SANEARES";"44.411.624/0001-77";"ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA";"59.527.788/0001-31";"Sim";"0,3346"
"PARAÍBA - SANEAMENTO";"ESTADO DA PARAIBA";"Estadual";"4400004746,0";"0197/2021";"2021-09-27";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004746.zip";"Serviço Único";"Contratação de estudos técnicos de apoio, avaliação, estruturação e implementação para projeto de estruturação de parceria privada (“Estudos”) para a prestação dos serviços públicos de abastecimento de água e esgotamento sanitário, visando a universalização, bem como serviços de gestão operacional (“Serviços de Saneamento”), em até 93 municípios do Estado da Paraíba.";"8049004,27";"2026-03-26";"CONSORCIO EY/FELSBERG/ENCIBRA/SANEARES";"44.411.624/0001-77";"FELSBERG, PEDRETTI E MANNRICH ADVOGADOS E CONSULTORES L";"52.566.122/0001-43";"Sim";"0,2473"
"PARNA IGUAÇU PASSEIO TERRESTRE/EMBARCADO";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400005964,0";"0198/2024";"2024-06-17";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip";"Serviço Único";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.";"15421027,9";"2029-06-16";"CONSORCIO PARQUES BRASILEIROS";"55.909.440/0001-58";"PARCERIAS BRL CONSULTORES ASSOCIADOS";"40.050.737/0001-33";"Não";"0,17"
"PARNA IGUAÇU PASSEIO TERRESTRE/EMBARCADO";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400005964,0";"0198/2024";"2024-06-17";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip";"Serviço Único";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.";"15421027,9";"2029-06-16";"CONSORCIO PARQUES BRASILEIROS";"55.909.440/0001-58";"SPALDING E SERTORI ADVOGADOS";"34.858.094/0001-56";"Não";"0,17"
"PARNA IGUAÇU PASSEIO TERRESTRE/EMBARCADO";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400005964,0";"0198/2024";"2024-06-17";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip";"Serviço Único";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.";"15421027,9";"2029-06-16";"CONSORCIO PARQUES BRASILEIROS";"55.909.440/0001-58";"URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA";"03.552.499/0001-38";"Não";"0,17"
"PARNA IGUAÇU PASSEIO TERRESTRE/EMBARCADO";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400005964,0";"0198/2024";"2024-06-17";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip";"Serviço Único";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.";"15421027,9";"2029-06-16";"CONSORCIO PARQUES BRASILEIROS";"55.909.440/0001-58";"NATUREZA URBANA PLANEJAMENTO INTEGRADO LTDA";"15.369.394/0001-27";"Sim";"0,49"
"PARNA MARINHO FERNANDO DE NORONHA";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400005964,0";"0198/2024";"2024-06-17";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip";"Serviço Único";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.";"15421027,9";"2029-06-16";"CONSORCIO PARQUES BRASILEIROS";"55.909.440/0001-58";"PARCERIAS BRL CONSULTORES ASSOCIADOS";"40.050.737/0001-33";"Não";"0,17"
"PARNA MARINHO FERNANDO DE NORONHA";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400005964,0";"0198/2024";"2024-06-17";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip";"Serviço Único";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.";"15421027,9";"2029-06-16";"CONSORCIO PARQUES BRASILEIROS";"55.909.440/0001-58";"SPALDING E SERTORI ADVOGADOS";"34.858.094/0001-56";"Não";"0,17"
"PARNA MARINHO FERNANDO DE NORONHA";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400005964,0";"0198/2024";"2024-06-17";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip";"Serviço Único";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.";"15421027,9";"2029-06-16";"CONSORCIO PARQUES BRASILEIROS";"55.909.440/0001-58";"URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA";"03.552.499/0001-38";"Não";"0,17"
"PARNA MARINHO FERNANDO DE NORONHA";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400005964,0";"0198/2024";"2024-06-17";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip";"Serviço Único";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.";"15421027,9";"2029-06-16";"CONSORCIO PARQUES BRASILEIROS";"55.909.440/0001-58";"NATUREZA URBANA PLANEJAMENTO INTEGRADO LTDA";"15.369.394/0001-27";"Sim";"0,49"
"PARQUE E FLORESTA NACIONAL DE BRASÍLIA (2)";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004895,0";"0304/2021";"2022-01-28";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004895.zip";"Serviço Único";"Estudos técnicos de apoio à estruturação de concessão para operação e manutenção de uma carteira de até 9 (nove) Projetos de Unidades de Conservação de Titularidade da União";"2496649,58";"2025-07-27";"CONSORCIO UIRAPURU PARQUES BRASILEIROS";"45.567.947/0001-17";"PLANTAR IDEIAS LTDA";"26.288.600/0001-90";"Não";"0,29"
"PARQUE E FLORESTA NACIONAL DE BRASÍLIA (2)";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004895,0";"0304/2021";"2022-01-28";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004895.zip";"Serviço Único";"Estudos técnicos de apoio à estruturação de concessão para operação e manutenção de uma carteira de até 9 (nove) Projetos de Unidades de Conservação de Titularidade da União";"2496649,58";"2025-07-27";"CONSORCIO UIRAPURU PARQUES BRASILEIROS";"45.567.947/0001-17";"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS";"19.433.220/0001-37";"Não";"0,182"
"PARQUE E FLORESTA NACIONAL DE BRASÍLIA (2)";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004895,0";"0304/2021";"2022-01-28";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004895.zip";"Serviço Único";"Estudos técnicos de apoio à estruturação de concessão para operação e manutenção de uma carteira de até 9 (nove) Projetos de Unidades de Conservação de Titularidade da União";"2496649,58";"2025-07-27";"CONSORCIO UIRAPURU PARQUES BRASILEIROS";"45.567.947/0001-17";"VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA";"28.498.811/0001-83";"Não";"0,38"
"PARQUE E FLORESTA NACIONAL DE BRASÍLIA (2)";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004895,0";"0304/2021";"2022-01-28";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004895.zip";"Serviço Único";"Estudos técnicos de apoio à estruturação de concessão para operação e manutenção de uma carteira de até 9 (nove) Projetos de Unidades de Conservação de Titularidade da União";"2496649,58";"2025-07-27";"CONSORCIO UIRAPURU PARQUES BRASILEIROS";"45.567.947/0001-17";"SPIN SOLUCOES PUBLICAS INTELIGENTES CONSULTORIA LTDA.";"28.117.411/0001-80";"Sim";"0,14800000000000002"
"PARQUE NACIONAL DA SERRA DOS ÓRGÃOS";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004895,0";"0304/2021";"2022-01-28";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004895.zip";"Serviço Único";"Estudos técnicos de apoio à estruturação de concessão para operação e manutenção de uma carteira de até 9 (nove) Projetos de Unidades de Conservação de Titularidade da União";"2496649,58";"2025-07-27";"CONSORCIO UIRAPURU PARQUES BRASILEIROS";"45.567.947/0001-17";"PLANTAR IDEIAS LTDA";"26.288.600/0001-90";"Não";"0,29"
"PARQUE NACIONAL DA SERRA DOS ÓRGÃOS";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004895,0";"0304/2021";"2022-01-28";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004895.zip";"Serviço Único";"Estudos técnicos de apoio à estruturação de concessão para operação e manutenção de uma carteira de até 9 (nove) Projetos de Unidades de Conservação de Titularidade da União";"2496649,58";"2025-07-27";"CONSORCIO UIRAPURU PARQUES BRASILEIROS";"45.567.947/0001-17";"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS";"19.433.220/0001-37";"Não";"0,182"
"PARQUE NACIONAL DA SERRA DOS ÓRGÃOS";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004895,0";"0304/2021";"2022-01-28";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004895.zip";"Serviço Único";"Estudos técnicos de apoio à estruturação de concessão para operação e manutenção de uma carteira de até 9 (nove) Projetos de Unidades de Conservação de Titularidade da União";"2496649,58";"2025-07-27";"CONSORCIO UIRAPURU PARQUES BRASILEIROS";"45.567.947/0001-17";"VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA";"28.498.811/0001-83";"Não";"0,38"
"PARQUE NACIONAL DA SERRA DOS ÓRGÃOS";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004895,0";"0304/2021";"2022-01-28";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004895.zip";"Serviço Único";"Estudos técnicos de apoio à estruturação de concessão para operação e manutenção de uma carteira de até 9 (nove) Projetos de Unidades de Conservação de Titularidade da União";"2496649,58";"2025-07-27";"CONSORCIO UIRAPURU PARQUES BRASILEIROS";"45.567.947/0001-17";"SPIN SOLUCOES PUBLICAS INTELIGENTES CONSULTORIA LTDA.";"28.117.411/0001-80";"Sim";"0,14800000000000002"
"PARQUE NACIONAL DO IGUAÇU";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004368,0";"0154/2020";"2020-08-12";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004368.zip";"Serviço Único";"SERVIÇOS TÉCNICOS necessários para a estruturação de PROJETO visando à concessão da prestação dos serviços públicos de apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos no PARQUE NACIONAL DO IGUAÇU, prevendo o custeio de ações de apoio à conservação, proteção e gestão do parque, buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante.";"1392530,82";"2022-08-11";"CONSORCIO IGUACU";"38.330.382/0001-94";"AZEVEDO SETTE ADVOGADOS";"65.174.088/0001-03";"Não";"0,2"
"PARQUE NACIONAL DO IGUAÇU";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004368,0";"0154/2020";"2020-08-12";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004368.zip";"Serviço Único";"SERVIÇOS TÉCNICOS necessários para a estruturação de PROJETO visando à concessão da prestação dos serviços públicos de apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos no PARQUE NACIONAL DO IGUAÇU, prevendo o custeio de ações de apoio à conservação, proteção e gestão do parque, buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante.";"1392530,82";"2022-08-11";"CONSORCIO IGUACU";"38.330.382/0001-94";"NATUREZA URBANA PLANEJAMENTO INTEGRADO LTDA";"15.369.394/0001-27";"Não";"0,506"
"PARQUE NACIONAL DO IGUAÇU";"INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE";"Federal";"4400004368,0";"0154/2020";"2020-08-12";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004368.zip";"Serviço Único";"SERVIÇOS TÉCNICOS necessários para a estruturação de PROJETO visando à concessão da prestação dos serviços públicos de apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos no PARQUE NACIONAL DO IGUAÇU, prevendo o custeio de ações de apoio à conservação, proteção e gestão do parque, buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante.";"1392530,82";"2022-08-11";"CONSORCIO IGUACU";"38.330.382/0001-94";"BF CAPITAL ASSESSORIA EM OPERACOES FINANCEIRAS LTDA.";"14.629.882/0001-63";"Sim";"0,294"
"PARQUES AM";"ESTADO DO AMAZONAS";"Estadual";"4400004563,0";"0005/2021";"2021-01-08";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004563.zip";"Serviço Único";"Prestação de serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem relativos aos Parques de Sumaúma e Rio Negro Setor Norte (AM), Serra de Caldas Novas, Altamiro de Moura Pacheco e Terra Ronca (GO), Várzeas do Rio Ivinhema, Nascentes do Rio Taquari, Prosa, Nações Indígenas e Monumento Natural Gruta do Lago Azul (MS) nos termos da RFP nº 06/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.";"3117242,21";"2022-07-07";"CONSORCIO PARQUES DO NORTE E CENTRO-OESTE";"41.054.691/0001-93";"BCMF ARQUITETURA E ENGENHARIA LTDA";"00.881.736/0001-16";"Não";"0,37"
"PARQUES AM";"ESTADO DO AMAZONAS";"Estadual";"4400004563,0";"0005/2021";"2021-01-08";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004563.zip";"Serviço Único";"Prestação de serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem relativos aos Parques de Sumaúma e Rio Negro Setor Norte (AM), Serra de Caldas Novas, Altamiro de Moura Pacheco e Terra Ronca (GO), Várzeas do Rio Ivinhema, Nascentes do Rio Taquari, Prosa, Nações Indígenas e Monumento Natural Gruta do Lago Azul (MS) nos termos da RFP nº 06/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.";"3117242,21";"2022-07-07";"CONSORCIO PARQUES DO NORTE E CENTRO-OESTE";"41.054.691/0001-93";"MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.";"66.865.965/0001-55";"Não";"0,26"
"PARQUES AM";"ESTADO DO AMAZONAS";"Estadual";"4400004563,0";"0005/2021";"2021-01-08";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004563.zip";"Serviço Único";"Prestação de serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem relativos aos Parques de Sumaúma e Rio Negro Setor Norte (AM), Serra de Caldas Novas, Altamiro de Moura Pacheco e Terra Ronca (GO), Várzeas do Rio Ivinhema, Nascentes do Rio Taquari, Prosa, Nações Indígenas e Monumento Natural Gruta do Lago Azul (MS) nos termos da RFP nº 06/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.";"3117242,21";"2022-07-07";"CONSORCIO PARQUES DO NORTE E CENTRO-OESTE";"41.054.691/0001-93";"SYSTEMICA INTELIGENCIA EM SUSTENTABILIDADE LTDA";"22.524.415/0001-05";"Não";"0,19"
