nome_projeto;cliente;esfera_cliente;numero_srm;numero_ocs;data_de_assinatura;compartilhado;link_projeto;servico_contratado;objeto;valor_global_contrato_reais;fim_vigencia;consorcio;cnpj_consorcio;empresa;cnpj_empresa;lider_consorcio;pp_consorcio;valor_recebido_por_empresa
MS GAS;ESTADO DE MATO GROSSO DO SUL;Estadual;4400003442,0;0119/2018;2018-07-16;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003442.zip;Serviço B;Contratação de serviços relativos à estruturação e implementação da desestatização da Companhia de Gás do Estado de Mato Grosso do Sul – MSGás, e de solução mais adequada para a continuidade da prestação do serviço de distribuição de gás natural.;3630697,43;2022-07-15;CONSORCIO FATOR/LMDM/VGP/SC;29.918.847/0001-31;VERNALHA, PEREIRA ADVOGADOS;04.000.948/0001-06;Não;0,15;544604,6145
MS GAS;ESTADO DE MATO GROSSO DO SUL;Estadual;4400003442,0;0119/2018;2018-07-16;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003442.zip;Serviço B;Contratação de serviços relativos à estruturação e implementação da desestatização da Companhia de Gás do Estado de Mato Grosso do Sul – MSGás, e de solução mais adequada para a continuidade da prestação do serviço de distribuição de gás natural.;3630697,43;2022-07-15;CONSORCIO FATOR/LMDM/VGP/SC;29.918.847/0001-31;BANCO FATOR S/A;33.644.196/0001-06;Sim;0,5;1815348,715
MS GÁS - RENOVAÇÃO;ESTADO DE MATO GROSSO DO SUL;Estadual;4400005933,0;0170/2024;2024-05-24;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005933.zip;Serviço Único;Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS CONTÍNUOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.;2384669,08;2027-05-23;BANCO FATOR S/A;33.644.196/0001-06;QUANTUM DO BRASIL LTDA;06.229.883/0001-92;Não;0,4957;1182080,462956
MS GÁS - RENOVAÇÃO;ESTADO DE MATO GROSSO DO SUL;Estadual;4400005933,0;0170/2024;2024-05-24;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005933.zip;Serviço Único;Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS CONTÍNUOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.;2384669,08;2027-05-23;BANCO FATOR S/A;33.644.196/0001-06;TAUIL E CHEQUER ADVOGADOS;68.809.318/0001-51;Não;0,286;682015,35688
MS GÁS - RENOVAÇÃO;ESTADO DE MATO GROSSO DO SUL;Estadual;4400005933,0;0170/2024;2024-05-24;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005933.zip;Serviço Único;Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS CONTÍNUOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.;2384669,08;2027-05-23;BANCO FATOR S/A;33.644.196/0001-06;BANCO FATOR S/A;33.644.196/0001-06;Sim;0,2183;520573,260164
MUSEU MARÍTIMO DO BRASIL;COMANDO DA MARINHA;Federal;4400005173,0;0235/2022;2022-09-27;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005173.zip;Serviço Único;Prestação de serviços necessários a elaboração de estudos técnicos e execução de serviços especializados com vistas à concessão do futuro Museu Marítimo do Brasil, no âmbito do Programa de Parcerias de Investimentos (PPI), conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS (Projeto Básico) e da proposta apresentada pelo CONTRATADO.;1905065,25;2024-02-08;CONSORCIO MARINHA, CULTURA E PATRIMONIO;48.670.676/0001-19;MACIEL ROCHA SOCIEDADE DE ADVOGADOS;14.171.693/0001-90;Não;0,231;440070,07275
MUSEU MARÍTIMO DO BRASIL;COMANDO DA MARINHA;Federal;4400005173,0;0235/2022;2022-09-27;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005173.zip;Serviço Único;Prestação de serviços necessários a elaboração de estudos técnicos e execução de serviços especializados com vistas à concessão do futuro Museu Marítimo do Brasil, no âmbito do Programa de Parcerias de Investimentos (PPI), conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS (Projeto Básico) e da proposta apresentada pelo CONTRATADO.;1905065,25;2024-02-08;CONSORCIO MARINHA, CULTURA E PATRIMONIO;48.670.676/0001-19;MARE NOSTRUM INTELIGENCIA CORPORATIVA LTDA;13.581.734/0001-53;Não;0,0761;144975,465525
MUSEU MARÍTIMO DO BRASIL;COMANDO DA MARINHA;Federal;4400005173,0;0235/2022;2022-09-27;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005173.zip;Serviço Único;Prestação de serviços necessários a elaboração de estudos técnicos e execução de serviços especializados com vistas à concessão do futuro Museu Marítimo do Brasil, no âmbito do Programa de Parcerias de Investimentos (PPI), conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS (Projeto Básico) e da proposta apresentada pelo CONTRATADO.;1905065,25;2024-02-08;CONSORCIO MARINHA, CULTURA E PATRIMONIO;48.670.676/0001-19;VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA;28.498.811/0001-83;Não;0,1837;349960,486425
MUSEU MARÍTIMO DO BRASIL;COMANDO DA MARINHA;Federal;4400005173,0;0235/2022;2022-09-27;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005173.zip;Serviço Único;Prestação de serviços necessários a elaboração de estudos técnicos e execução de serviços especializados com vistas à concessão do futuro Museu Marítimo do Brasil, no âmbito do Programa de Parcerias de Investimentos (PPI), conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS (Projeto Básico) e da proposta apresentada pelo CONTRATADO.;1905065,25;2024-02-08;CONSORCIO MARINHA, CULTURA E PATRIMONIO;48.670.676/0001-19;NATUREZA URBANA PLANEJAMENTO INTEGRADO LTDA;15.369.394/0001-27;Sim;0,5092;970059,2252999999
NATAL IP;MUNICIPIO DE NATAL;Municipal;4400003503,0;0422/2018;2018-11-01;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003503.zip;Serviço Único;Contratação de serviços técnicos necessários para a estruturação de projeto(s) de Parceria Público-Privada (PPP) relativo(s) à modernização, eficientização, expansão, operação e manutenção da infraestrutura de rede(s) municipal(is) de ILUMINAÇÃO PÚBLICA que tenha(m) até 200.000 (duzentos mil) pontos de luz.;3218783,38;2020-08-10;CONSORCIO HOUER / RSI / MRP ADV / VIANA GUIMARAES;31.810.693/0001-01;HOUER ENGENHARIA LTDA;18.578.135/0001-02;Não;0,35;1126574,183
NATAL IP;MUNICIPIO DE NATAL;Municipal;4400003503,0;0422/2018;2018-11-01;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003503.zip;Serviço Único;Contratação de serviços técnicos necessários para a estruturação de projeto(s) de Parceria Público-Privada (PPP) relativo(s) à modernização, eficientização, expansão, operação e manutenção da infraestrutura de rede(s) municipal(is) de ILUMINAÇÃO PÚBLICA que tenha(m) até 200.000 (duzentos mil) pontos de luz.;3218783,38;2020-08-10;CONSORCIO HOUER / RSI / MRP ADV / VIANA GUIMARAES;31.810.693/0001-01;MIRANDA RODRIGUEZ E PALAVERI ADVOGADOS;00.068.223/0001-90;Não;0,25;804695,845
NATAL IP;MUNICIPIO DE NATAL;Municipal;4400003503,0;0422/2018;2018-11-01;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003503.zip;Serviço Único;Contratação de serviços técnicos necessários para a estruturação de projeto(s) de Parceria Público-Privada (PPP) relativo(s) à modernização, eficientização, expansão, operação e manutenção da infraestrutura de rede(s) municipal(is) de ILUMINAÇÃO PÚBLICA que tenha(m) até 200.000 (duzentos mil) pontos de luz.;3218783,38;2020-08-10;CONSORCIO HOUER / RSI / MRP ADV / VIANA GUIMARAES;31.810.693/0001-01;VIANA CASTRO ADVOGADOS;18.865.283/0001-08;Não;0,1;321878,338
NATAL IP;MUNICIPIO DE NATAL;Municipal;4400003503,0;0422/2018;2018-11-01;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003503.zip;Serviço Único;Contratação de serviços técnicos necessários para a estruturação de projeto(s) de Parceria Público-Privada (PPP) relativo(s) à modernização, eficientização, expansão, operação e manutenção da infraestrutura de rede(s) municipal(is) de ILUMINAÇÃO PÚBLICA que tenha(m) até 200.000 (duzentos mil) pontos de luz.;3218783,38;2020-08-10;CONSORCIO HOUER / RSI / MRP ADV / VIANA GUIMARAES;31.810.693/0001-01;HOUER CONSULTORIA E CONCESSOES LTDA;22.111.570/0001-91;Sim;0,3;965635,014
NUCLEP;MINISTERIO DE MINAS E ENERGIA;Federal;4400004322,0;0174/2020;2020-08-10;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004322.zip;Serviço A;Contratação de serviços técnicos especializados necessários à desestatização da NUCLEBRÁS EQUIPAMENTOS PESADOS S.A. - NUCLEP, denominado SERVIÇO A.;119990,0;2023-08-09;BERKAN ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.;19.493.096/0001-03;BERKAN ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.;19.493.096/0001-03;Não;1,0;119990,0
NUCLEP;MINISTERIO DE MINAS E ENERGIA;Federal;4400004365,0;0175/2020;2020-08-10;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004365.zip;Serviço B;Contratação de serviços técnicos especializados necessários à desestatização da NUCLEBRÁS EQUIPAMENTOS PESADOS S.A. - NUCLEP, denominado SERVIÇO B.;2765238,42;2023-08-09;CONSORCIO CRH NUCLEP;38.249.093/0001-65;IRKO HIRASHIMA ASSOCIADOS LTDA;05.215.691/0001-64;Não;0,1212;335146,896504
NUCLEP;MINISTERIO DE MINAS E ENERGIA;Federal;4400004365,0;0175/2020;2020-08-10;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004365.zip;Serviço B;Contratação de serviços técnicos especializados necessários à desestatização da NUCLEBRÁS EQUIPAMENTOS PESADOS S.A. - NUCLEP, denominado SERVIÇO B.;2765238,42;2023-08-09;CONSORCIO CRH NUCLEP;38.249.093/0001-65;ROLIM, VIOTTI & LEITE CAMPOS ADVOGADOS;71.258.032/0001-30;Não;0,272;752144,85024
NUCLEP;MINISTERIO DE MINAS E ENERGIA;Federal;4400004365,0;0175/2020;2020-08-10;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004365.zip;Serviço B;Contratação de serviços técnicos especializados necessários à desestatização da NUCLEBRÁS EQUIPAMENTOS PESADOS S.A. - NUCLEP, denominado SERVIÇO B.;2765238,42;2023-08-09;CONSORCIO CRH NUCLEP;38.249.093/0001-65;CERES INTELIGENCIA FINANCEIRA LTDA;05.097.487/0001-96;Sim;0,6068;1677946,673256
PARÁ - SANEAMENTO (BLOCO C);ESTADO DO PARA;Estadual;4400005543,0;0186/2023;2023-07-14;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip;Serviço Único;Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.;7134473,39;2026-07-13;CONSORCIO EY/MANESCO/ENCIBRA/SANEARES;51.662.733/0001-22;ENCIBRA S A ESTUDOS E PROJETOS DE ENGENHARIA;33.160.102/0001-23;Não;0,2593;1849968,9500269997
PARÁ - SANEAMENTO (BLOCO C);ESTADO DO PARA;Estadual;4400005543,0;0186/2023;2023-07-14;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip;Serviço Único;Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.;7134473,39;2026-07-13;CONSORCIO EY/MANESCO/ENCIBRA/SANEARES;51.662.733/0001-22;MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.;66.865.965/0001-55;Não;0,2496;1780764,558144
PARÁ - SANEAMENTO (BLOCO C);ESTADO DO PARA;Estadual;4400005543,0;0186/2023;2023-07-14;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip;Serviço Único;Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.;7134473,39;2026-07-13;CONSORCIO EY/MANESCO/ENCIBRA/SANEARES;51.662.733/0001-22;SANEARES - INFRAESTRUTURA E SANEAMENTO LTDA;34.830.445/0001-10;Não;0,1759;1254953,869301
PARÁ - SANEAMENTO (BLOCO C);ESTADO DO PARA;Estadual;4400005543,0;0186/2023;2023-07-14;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip;Serviço Único;Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.;7134473,39;2026-07-13;CONSORCIO EY/MANESCO/ENCIBRA/SANEARES;51.662.733/0001-22;ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA;59.527.788/0001-31;Sim;0,3152;2248786,012528
PARÁ - SANEAMENTO (BLOCOS A, B, D);ESTADO DO PARA;Estadual;4400005543,0;0186/2023;2023-07-14;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip;Serviço Único;Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.;7134473,39;2026-07-13;CONSORCIO EY/MANESCO/ENCIBRA/SANEARES;51.662.733/0001-22;ENCIBRA S A ESTUDOS E PROJETOS DE ENGENHARIA;33.160.102/0001-23;Não;0,2593;1849968,9500269997
PARÁ - SANEAMENTO (BLOCOS A, B, D);ESTADO DO PARA;Estadual;4400005543,0;0186/2023;2023-07-14;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip;Serviço Único;Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.;7134473,39;2026-07-13;CONSORCIO EY/MANESCO/ENCIBRA/SANEARES;51.662.733/0001-22;MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.;66.865.965/0001-55;Não;0,2496;1780764,558144
PARÁ - SANEAMENTO (BLOCOS A, B, D);ESTADO DO PARA;Estadual;4400005543,0;0186/2023;2023-07-14;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip;Serviço Único;Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.;7134473,39;2026-07-13;CONSORCIO EY/MANESCO/ENCIBRA/SANEARES;51.662.733/0001-22;SANEARES - INFRAESTRUTURA E SANEAMENTO LTDA;34.830.445/0001-10;Não;0,1759;1254953,869301
PARÁ - SANEAMENTO (BLOCOS A, B, D);ESTADO DO PARA;Estadual;4400005543,0;0186/2023;2023-07-14;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005543.zip;Serviço Único;Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado do Pará, a ser realizada pelo BNDES, conforme especificações constantes do TERMO DE ESPECIFICAÇÕES TÉCNICAS e da proposta apresentada pelo CONTRATADO na Solicitação de Proposta (RFP) nº 003/2023.;7134473,39;2026-07-13;CONSORCIO EY/MANESCO/ENCIBRA/SANEARES;51.662.733/0001-22;ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA;59.527.788/0001-31;Sim;0,3152;2248786,012528
PARAÍBA - SANEAMENTO;ESTADO DA PARAIBA;Estadual;4400004746,0;0197/2021;2021-09-27;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004746.zip;Serviço Único;Contratação de estudos técnicos de apoio, avaliação, estruturação e implementação para projeto de estruturação de parceria privada (“Estudos”) para a prestação dos serviços públicos de abastecimento de água e esgotamento sanitário, visando a universalização, bem como serviços de gestão operacional (“Serviços de Saneamento”), em até 93 municípios do Estado da Paraíba.;8049004,27;2026-03-26;CONSORCIO EY/FELSBERG/ENCIBRA/SANEARES;44.411.624/0001-77;ENCIBRA S A ESTUDOS E PROJETOS DE ENGENHARIA;33.160.102/0001-23;Não;0,0199;160175,184973
PARAÍBA - SANEAMENTO;ESTADO DA PARAIBA;Estadual;4400004746,0;0197/2021;2021-09-27;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004746.zip;Serviço Único;Contratação de estudos técnicos de apoio, avaliação, estruturação e implementação para projeto de estruturação de parceria privada (“Estudos”) para a prestação dos serviços públicos de abastecimento de água e esgotamento sanitário, visando a universalização, bem como serviços de gestão operacional (“Serviços de Saneamento”), em até 93 municípios do Estado da Paraíba.;8049004,27;2026-03-26;CONSORCIO EY/FELSBERG/ENCIBRA/SANEARES;44.411.624/0001-77;SANEARES - INFRAESTRUTURA E SANEAMENTO LTDA;34.830.445/0001-10;Não;0,3981;3204308,599887
PARAÍBA - SANEAMENTO;ESTADO DA PARAIBA;Estadual;4400004746,0;0197/2021;2021-09-27;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004746.zip;Serviço Único;Contratação de estudos técnicos de apoio, avaliação, estruturação e implementação para projeto de estruturação de parceria privada (“Estudos”) para a prestação dos serviços públicos de abastecimento de água e esgotamento sanitário, visando a universalização, bem como serviços de gestão operacional (“Serviços de Saneamento”), em até 93 municípios do Estado da Paraíba.;8049004,27;2026-03-26;CONSORCIO EY/FELSBERG/ENCIBRA/SANEARES;44.411.624/0001-77;ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA;59.527.788/0001-31;Sim;0,3346;2693196,828742
PARAÍBA - SANEAMENTO;ESTADO DA PARAIBA;Estadual;4400004746,0;0197/2021;2021-09-27;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004746.zip;Serviço Único;Contratação de estudos técnicos de apoio, avaliação, estruturação e implementação para projeto de estruturação de parceria privada (“Estudos”) para a prestação dos serviços públicos de abastecimento de água e esgotamento sanitário, visando a universalização, bem como serviços de gestão operacional (“Serviços de Saneamento”), em até 93 municípios do Estado da Paraíba.;8049004,27;2026-03-26;CONSORCIO EY/FELSBERG/ENCIBRA/SANEARES;44.411.624/0001-77;FELSBERG, PEDRETTI E MANNRICH ADVOGADOS E CONSULTORES L;52.566.122/0001-43;Sim;0,2473;1990518,7559709998
PARNA IGUAÇU PASSEIO TERRESTRE/EMBARCADO;INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE;Federal;4400005964,0;0198/2024;2024-06-17;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip;Serviço Único;Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.;15421027,9;2029-06-16;CONSORCIO PARQUES BRASILEIROS;55.909.440/0001-58;PARCERIAS BRL CONSULTORES ASSOCIADOS;40.050.737/0001-33;Não;0,17;2621574,7430000002
PARNA IGUAÇU PASSEIO TERRESTRE/EMBARCADO;INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE;Federal;4400005964,0;0198/2024;2024-06-17;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip;Serviço Único;Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.;15421027,9;2029-06-16;CONSORCIO PARQUES BRASILEIROS;55.909.440/0001-58;SPALDING E SERTORI ADVOGADOS;34.858.094/0001-56;Não;0,17;2621574,7430000002
PARNA IGUAÇU PASSEIO TERRESTRE/EMBARCADO;INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE;Federal;4400005964,0;0198/2024;2024-06-17;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip;Serviço Único;Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.;15421027,9;2029-06-16;CONSORCIO PARQUES BRASILEIROS;55.909.440/0001-58;URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA;03.552.499/0001-38;Não;0,17;2621574,7430000002
PARNA IGUAÇU PASSEIO TERRESTRE/EMBARCADO;INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE;Federal;4400005964,0;0198/2024;2024-06-17;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip;Serviço Único;Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.;15421027,9;2029-06-16;CONSORCIO PARQUES BRASILEIROS;55.909.440/0001-58;NATUREZA URBANA PLANEJAMENTO INTEGRADO LTDA;15.369.394/0001-27;Sim;0,49;7556303,671
PARNA MARINHO FERNANDO DE NORONHA;INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE;Federal;4400005964,0;0198/2024;2024-06-17;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip;Serviço Único;Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.;15421027,9;2029-06-16;CONSORCIO PARQUES BRASILEIROS;55.909.440/0001-58;PARCERIAS BRL CONSULTORES ASSOCIADOS;40.050.737/0001-33;Não;0,17;2621574,7430000002
PARNA MARINHO FERNANDO DE NORONHA;INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE;Federal;4400005964,0;0198/2024;2024-06-17;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005964.zip;Serviço Único;Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.;15421027,9;2029-06-16;CONSORCIO PARQUES BRASILEIROS;55.909.440/0001-58;SPALDING E SERTORI ADVOGADOS;34.858.094/0001-56;Não;0,17;2621574,7430000002
